A,B,C,D,W,X,Y,Z
2.602300852741369,2.164052345967664,0.4978829728643376,0.5205970360504393,0.45592683269331347,1.7039844813858582,-1.4826627807751318,-0.45916781229841286
0.8396850893514411,0.8001572083672233,-0.13323100067347937,0.26481459085176473,1.5883376269610245,2.700699423128083,3.6536295451688536,1.0323442578881705
2.2657907809918294,1.3787379841057392,2.4336002474410012,1.2342046758908507,1.1634816654287148,1.5792105614114427,3.269566491737858,4.030933720272928
3.201151567171562,2.6408931992014577,0.890649004077209,0.4024943050800015,2.631039126747233,2.1321818029595523,3.104637953513429,1.2193807848300342
-0.12301143201335085,2.2675579901499674,0.5221896063514038,0.8104156616725434,-1.1736743662432483,-1.9105181844675336,-0.22285637072574171,0.732708684270333
-0.48566064130931547,-0.577277879876411,-0.38502511901591907,-0.21568884885461995,-0.0743193010872405,-1.4828201422616432,-0.04001349324233405,-0.6994568311662026
2.225485695286034,1.3500884175255894,1.672262332841247,-0.36161267279804,1.565785012320114,3.255191238716124,2.731058405378997,3.2521993080544807
0.8631959095655319,0.24864279170230214,2.1314716840449925,-0.13442895940960986,1.09471445911285,0.8549775014022691,1.4426623462933892,2.193776144633745
-0.553569794614881,0.2967811482064422,0.45492695674080685,-0.7538500454516482,-2.080078951553875,-2.656027872890405,-2.3043467710238072,-0.6543052855883866
0.697808076227057,0.8105985019383724,0.07674618988796256,0.05342283359334983,-1.8181450459523163,-1.2597649406424996,-2.3686862811449614,-0.037131872226566165
0.330755190760642,0.544043571160878,0.3040011339943625,-1.4884296025633548,-0.1161399454837182,0.8311461319300675,-0.6727509419698957,0.6266330799493791
1.8862238360460555,1.8542735069629752,-0.65852240228175,-2.0783200455140864,-0.9163357908248845,0.4836092848152966,-1.6408063716840187,-1.1343840276578265
1.7519557351113937,1.1610377251469934,2.022602527666969,1.0783730755465208,2.1434217703505882,3.9048893917423007,2.213638627658413,1.6144695411247367
1.3121597113849353,0.5216750164928284,0.7034439384342185,0.9117972204728731,3.4675718476216333,2.9148328941024673,1.867959340888009,0.021837343518599117
0.02997303478121116,0.8438632327454256,0.6998032298914495,-0.210142268009311,1.2353921027158796,0.6045289086022576,0.12446106917243127,0.7895539186053415
-0.9119824528526099,0.7336743273742669,2.233703955410446,0.04806510867182101,-0.05398828573554848,-1.3623219005911489,0.8159351145073019,1.8087576793656568
2.6418524893660864,1.8940790731576063,-0.0730822478242712,-0.07572141518335798,-0.5676872950733292,2.708777366950081,0.5589188127204008,1.275091739613078
1.134838903089037,0.19484173623419915,0.2987450628289161,0.77112478650545,-0.21540440378707648,-0.42583233377841445,-0.7627842062031089,-0.8900128534697066
1.1539036975023993,0.7130677016509014,0.5846432356273412,-1.1242718699431204,0.8924400560524808,0.8712046997154504,1.0188818031348505,1.4122877325411374
-0.27279804504193683,-0.45409573930172475,1.711555448987993,1.2776573605503865,2.06495117385478,2.4343302405014025,3.5158998446905363,1.378037788661587
-3.083404896855458,-2.152989815834079,2.213235522055977,0.7770620613704232,-3.1483436111552927,-1.8998736692760012,-0.9131918712187278,1.6170186417303865
-0.1705747823089725,1.0536185954403607,1.617068621197924,0.8327626785257278,-1.1814651106991574,-0.8260917862874262,-1.6837281938876154,-0.6873805287592953
1.1012211344489384,1.2644361988595056,1.4288930717878552,1.3228203312691025,1.7245986979518726,1.2397297932357445,3.115156599631814,2.186947989046753
-1.375325981138622,-0.3421650204064419,1.2520321430104637,0.45139965662332393,0.8942537582095551,0.6243658941526845,2.0887035844217996,1.447510991916912
2.1459475736191482,2.6697546239876075,-2.1032340846449875,1.034666835649018,0.8472181424344055,0.8253597478607919,2.5017825039579877,0.04553936882058285
-0.8130930567108066,-1.0543656745987646,0.30394682182987287,0.5563210459375139,0.20092553411865213,0.12963562718453459,-0.12345164744590453,0.4509530988390219
1.0880989683501845,0.4457585173014461,-0.013143622083869322,0.7068141634465028,-0.8777335947336065,-0.10848043746649094,-0.8312929313656487,0.10901352176344448
1.0030906095682928,0.21281614997416642,2.0008336687012385,-1.53495438155878,-0.9247312725508046,0.1629036992916728,-0.512602200059559,2.2543339255155366
2.484402192417428,1.9327792143584577,0.14713420718075576,0.9713243608573632,0.3475615931805197,1.0468792999702636,-0.6749661769962745,0.2332145920783616
0.6593909675749923,1.869358769900285,2.770897409904509,2.2307975319371556,3.3628000923090555,3.7768229848279713,5.961702095165904,3.5753531245038066
